Page_URL,name,address,rating,review_count,website,phone,price
"https://www.google.com/maps/place/Bidlabu/@50.1142836,8.6743223,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eac322bccab:0x3f17631b3bfb2086!8m2!3d50.1142836!4d8.6743223!16s%2Fg%2F1233822wp?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Bidlabu,"Kleine Bockenheimer Str. 14, 60313 Frankfurt am Main",4.7 ,641,/url?q=https://bidlabu.de/&opi=79508299&sa=U&ved=0ahUKEwjas6m-48eSAxVQVkEAHaV8K8YQ61gIFygO&usg=AOvVaw2Hc6cpUvsH-mwWCmIxGzIU,069 95648784,Mehr als 100 
"https://www.google.com/maps/place/Apfelweinwirtschaft+Atschel/@50.1048592,8.6888921,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0c1fccd90cb5:0x7724de69fdf91dc1!8m2!3d50.1048592!4d8.6888921!16s%2Fg%2F1wk7pzv3?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Apfelweinwirtschaft Atschel,"Wallstraße 7, 60594 Frankfurt am Main",4.6 ,3631,/url?q=http://www.atschel.de/&opi=79508299&sa=U&ved=0ahUKEwjUw9vA48eSAxWhVUEAHYRUByYQ61gIFygO&usg=AOvVaw1ZRqJ-aaLWUppbjMYByPlI,069 619201,20–30 
"https://www.google.com/maps/place/Zu+den+12+Aposteln/@50.1173831,8.6863403,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0ebb20f9cae7:0xf034cb32e36d3dba!8m2!3d50.1173831!4d8.6863403!16s%2Fg%2F1xgrm1bl?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Zu den 12 Aposteln,"Rosenbergerstraße 1, 60313 Frankfurt am Main",4.4 ,1046,/url?q=https://speisekartenweb.de/restaurants/frankfurt%2Bam%2Bmain/zu-den-12-aposteln-174897%3Futm_source%3Dgoogle_profile%26utm_medium%3Dgoogle_profile%26utm_campaign%3Dadmin&opi=79508299&sa=U&ved=0ahUKEwjq5I_D48eSAxXCaEEAHdAhGTYQ61gIFygO&usg=AOvVaw3VOBXVJPJHeJ0TZIvpV118,069 288668,20–30 
"https://www.google.com/maps/place/Restaurant+GIOIA/@50.1049638,8.6898854,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0c1fdacb6b43:0x8b0a4b7d557b7c42!8m2!3d50.1049638!4d8.6898854!16s%2Fg%2F1hhwbsts6?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Restaurant GIOIA,"Paradiesgasse 67, 60594 Frankfurt am Main",4.4 ,2981,/url?q=https://www.gioiafrankfurt.de/&opi=79508299&sa=U&ved=0ahUKEwjz5svF48eSAxV6U0EAHT6aCMgQ61gIFigO&usg=AOvVaw3Hm2mhc3Lf5xakEVUrbjJr,069 61995004,20–30 
"https://www.google.com/maps/place/Restaurant+MyFrankfurt/@50.112575,8.681793,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0f1ee4b8c4c9:0x32e7d0077fb90387!8m2!3d50.112575!4d8.681793!16s%2Fg%2F11fq1x0pzr?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Restaurant MyFrankfurt,"Liebfrauenberg 37, 60313 Frankfurt am Main",4.5 ,955,/url?q=https://www.restaurantmyfrankfurt.de/&opi=79508299&sa=U&ved=0ahUKEwirnf_H48eSAxWuV0EAHRlFDAMQ61gIFygO&usg=AOvVaw36HHjl2xciBQtW_kG2g6Ha,069 92883123,20–30 
"https://www.google.com/maps/place/Saravanaa+Bhavan/@50.1080743,8.6662649,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eaab2f7bdab:0xba6c232b06726980!8m2!3d50.1080743!4d8.6662649!16s%2Fg%2F1pp2wwy9v?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Saravanaa Bhavan,"Kaiserstraße 68, 60329 Frankfurt am Main",4.6 ,5121,/url?q=https://saravanaabhavan.eu/frankfurt/&opi=79508299&sa=U&ved=0ahUKEwiD8KrK48eSAxW4X0EAHQPSESIQ61gIFigO&usg=AOvVaw01A9XhCIsKRJkYkYIyfvtg,069 25626378,10–20 
"https://www.google.com/maps/place/Wirtshaus+am+H%C3%BChnermarkt/@50.1110131,8.6839888,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0f48b5e599f5:0x85a23114cb02e267!8m2!3d50.1110131!4d8.6839888!16s%2Fg%2F11gjj2r8n1?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Wirtshaus am Hühnermarkt,"Markt 16-18, 60311 Frankfurt am Main",4.7 ,708,/url?q=http://www.amhuehnermarkt.com/&opi=79508299&sa=U&ved=0ahUKEwir0t3M48eSAxWUWkEAHW48LRwQ61gIEygO&usg=AOvVaw2vltUInuLHngwpZd6TtOOi,0171 7503831,
"https://www.google.com/maps/place/Harput+Restaurant+Frankfurt/@50.1121671,8.6792832,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0f8cdf5f5fe9:0x5c49969d9ba1c54!8m2!3d50.1121671!4d8.6792832!16s%2Fg%2F11x8xq4nbj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Harput Restaurant Frankfurt,"Kornmarkt 11, 60311 Frankfurt am Main",4.7 ,796,/url?q=https://harputfrankfurt.de/&opi=79508299&sa=U&ved=0ahUKEwjS14_P48eSAxWJU0EAHWMnKqYQ61gIFigO&usg=AOvVaw2DnXj8iHohI_XUCzbDH-sa,069 78806752,20–30 
"https://www.google.com/maps/place/Gastst%C3%A4tte+Mutter+Ernst/@50.1156804,8.6773979,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eae9c52c367:0x9c05ebdd4acdf386!8m2!3d50.1156804!4d8.6773979!16s%2Fg%2F1tfy_76f?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Gaststätte Mutter Ernst,"Rahmhofstraße 2-4, 60313 Frankfurt am Main",4.4 ,1306,/url?q=https://speisekartenweb.de/restaurants/frankfurt%2Bam%2Bmain/mutter-ernst-188010%3Futm_source%3Dgoogle_profile%26utm_medium%3Dgoogle_profile%26utm_campaign%3Dadmin&opi=79508299&sa=U&ved=0ahUKEwj5-rvR48eSAxUEQEEAHdcpHtwQ61gIFigO&usg=AOvVaw1-Tdt0utHIYDPZIT-lfsCt,069 15341610,20–30 
"https://www.google.com/maps/place/Dal+Rotti+Indian+Restaurant/@50.1092781,8.6672689,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0fd1e136f757:0x8627f1f851e05a64!8m2!3d50.1092781!4d8.6672689!16s%2Fg%2F11w24ktmxh?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Dal Rotti Indian Restaurant,"Taunusstraße 25, 60329 Frankfurt am Main",4.7 ,1662,/url?q=https://www.dalrotti.com/&opi=79508299&sa=U&ved=0ahUKEwimpu3T48eSAxUKU0EAHZYCL7MQ61gIFygO&usg=AOvVaw2VMH8hyLB8N2kAs-J-yY5K,069 30036126,10–20 
"https://www.google.com/maps/place/Occhio+d%E2%80%99Oro/@50.1175261,8.679976,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eb0322bf9b3:0x2d9a81ef21595d72!8m2!3d50.1175261!4d8.679976!16s%2Fg%2F11rqkm5g2z?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Occhio d’Oro,"Flemings Selection Hotel Frankfurt-City, Eschenheimer Tor 2, 60318 Frankfurt am Main",4.7 ,641,/url?q=https://speisekartenweb.de/restaurants/frankfurt%2Bam%2Bmain/occhio-d%2527oro-263504%3Futm_source%3Dgoogle_profile%26utm_medium%3Dgoogle_profile%26utm_campaign%3Dadmin&opi=79508299&sa=U&ved=0ahUKEwjouJ_W48eSAxXxXkEAHSs5FbwQ61gIFSgQ&usg=AOvVaw2vctgJXmv2opj8Kn7XyxTS,069 989728500,
"https://www.google.com/maps/place/Frankfurter+K%C3%BCche/@50.1114679,8.7042677,17z/data=!3m1!4b1!4m6!3m5!1s0x4173139d9be33d5b:0xbde488878f52d82e!8m2!3d50.1114679!4d8.7042677!16s%2Fg%2F1q5ccj2g7?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Frankfurter Küche,"Hanauer Landstraße 86, 60314 Frankfurt am Main",4.5 ,167,/url?q=http://www.restaurant-frankfurter-kueche.de/&opi=79508299&sa=U&ved=0ahUKEwjB1crY48eSAxUpdUEAHXmkCjEQ61gIFigO&usg=AOvVaw35gMZbi7ztTH0G1z1JXfPV,069 43056878,20–30 
"https://www.google.com/maps/place/Ebbelwoi+Unser/@50.104492,8.6885826,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0c1e35091531:0x2cd722da54a4fbef!8m2!3d50.104492!4d8.6885826!16s%2Fg%2F11c3sqf0nk?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Ebbelwoi Unser,"Abtsgäßchen 8, 60594 Frankfurt am Main",4.5 ,3049,/url?q=http://www.ebbelwoi-unser.de/&opi=79508299&sa=U&ved=0ahUKEwinof3a48eSAxWfXUEAHRn5KxQQ61gIFigO&usg=AOvVaw2o_JvLYz5NgSpqKq268Ds1,01520 4302659,20–30 
"https://www.google.com/maps/place/Zarathustra+Restaurant+Frankfurt/@50.120386,8.6860989,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eba385a7ff3:0x168a36804aa29d!8m2!3d50.120386!4d8.6860989!16s%2Fg%2F11hck1bp2y?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Zarathustra Restaurant Frankfurt,"Jahnstraße 1, 60318 Frankfurt am Main",4.8 ,3157,/url?q=https://zarathustra-restaurant.de/&opi=79508299&sa=U&ved=0ahUKEwjn2rDd48eSAxWUWkEAHW48LRwQ61gIFigO&usg=AOvVaw2Y55ah8OGwGpcFRltQ2jtf,069 20024976,20–30 
"https://www.google.com/maps/place/Gasthaus+Zum+Eisernen+Steg/@50.10698,8.68305,17z/data=!3m1!4b1!4m6!3m5!1s0x417313786098fb1f:0x7d02ef2e40d3d372!8m2!3d50.10698!4d8.68305!16s%2Fg%2F11b72hnrd7?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Gasthaus Zum Eisernen Steg,"Schaumainkai 1, 60594 Frankfurt am Main",4.3 ,1028,/url?q=http://www.zes-ffm.de/&opi=79508299&sa=U&ved=0ahUKEwi8_erf48eSAxV0QEEAHY5XJfIQ61gIFigO&usg=AOvVaw3DfLrNhaGb8p4K-BZyfKOw,069 76061800,20–30 
"https://www.google.com/maps/place/Du+Liban-Libanon+Restaurant/@50.1083107,8.6695784,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eaa8c7d0cab:0x139f670547761409!8m2!3d50.1083107!4d8.6695784!16s%2Fg%2F1tvw413h?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Du Liban-Libanon Restaurant,"Weserstraße 17, 60329 Frankfurt am Main",4.7 ,1067,/url?q=https://du-liban-express.de/&opi=79508299&sa=U&ved=0ahUKEwjEv5vi48eSAxUCVkEAHdS5OpsQ61gIFigO&usg=AOvVaw3Z7O2pw4exSI4wO94zSW8_,069 24008686,20–40 
"https://www.google.com/maps/place/Liu's+Chongqing+Hotpot+-+Liu+Yi+Shou/@50.10841,8.66392,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0edd8cbcedcd:0xddff21cd9a9d1c27!8m2!3d50.10841!4d8.66392!16s%2Fg%2F1w664j68?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Liu's Chongqing Hotpot - Liu Yi Shou,"Am Hauptbahnhof 16, 60329 Frankfurt am Main",4.8 ,1251,/url?q=http://www.liushotpot.de/&opi=79508299&sa=U&ved=0ahUKEwi4scjk48eSAxWgVEEAHckvDogQ61gIFygO&usg=AOvVaw3mQfEGO02YFH_F0l-4XVSE,069 69597780,30–40 
"https://www.google.com/maps/place/Hudson+Yards+Lounge,+Bar+%26+Dining/@50.1167032,8.6772432,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0fa1edd86649:0x500ed4c012ed77c!8m2!3d50.1167032!4d8.6772432!16s%2Fg%2F11kf41j6gc?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D","Hudson Yards Lounge, Bar & Dining","Hochstraße 4, 60313 Frankfurt am Main",4.6 ,129,/url?q=https://www.hudsonyards-frankfurt.com/&opi=79508299&sa=U&ved=0ahUKEwjE1IDn48eSAxUCVkEAHdS5OpsQ61gIEigO&usg=AOvVaw2I-t8HUwx3AWLMdeeIzJPo,069 133802450,"Wir hatten über Frankfurter Stadtevents ""Herbstliche Schlemmerwochen"" das 4-Gang Menu inclusive einem Glas Allendorf Riesling (49,-) gebucht. Wir starten mit einem Grapefruit Sprizz zur Einstimmung (sehr lecker!). Zur Vorspeise (Carpaccio …"
"https://www.google.com/maps/place/eatDOORI+-+Indisches+Restaurant+Frankfurt/@50.1082777,8.6689294,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0eaa93bc4a69:0xc1af2edcb8b785a3!8m2!3d50.1082777!4d8.6689294!16s%2Fg%2F1s04wr43m?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",eatDOORI - Indisches Restaurant Frankfurt,"Kaiserstraße 55, 60329 Frankfurt am Main",4.4 ,3128,/url?q=https://eatdoori.com/indisches-restaurant-frankfurt/&opi=79508299&sa=U&ved=0ahUKEwiTms7p48eSAxUxV0EAHVzxN50Q61gIFigO&usg=AOvVaw1tMSg4mTM3RGGqXdFoMmFx,069 236951,20–30 
"https://www.google.com/maps/place/Restaurant+Immer+Satt+I+Events+I+Festlichkeiten/@50.1171719,8.646287,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd095d028b725b:0x8afd7e11d5d68663!8m2!3d50.1171719!4d8.646287!16s%2Fg%2F1hc5dn9v2?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Restaurant Immer Satt I Events I Festlichkeiten,"Robert-Mayer-Straße 41, 60486 Frankfurt am Main",4.2 ,914,/url?q=http://www.immer-satt-frankfurt.de/&opi=79508299&sa=U&ved=0ahUKEwiRvJzs48eSAxWDXkEAHVlqKnUQ61gIFygO&usg=AOvVaw0f3JPHggvk7ccZ6jH3GV8l,069 24704195,20–30 
"https://www.google.com/maps/place/Mina/@50.104464,8.6922268,17z/data=!3m1!4b1!4m6!3m5!1s0x47bd0df9418b049d:0xa7d849e75438a9dd!8m2!3d50.104464!4d8.6922268!16s%2Fg%2F11rzr06j8b?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoASAFQAw%3D%3D",Mina,"Dreieichstraße 45, 60594 Frankfurt am Main",4.9 ,257,,069 36604161,10–20 
