Page_URL,reviewer_name,reviewer_data,review_date,review_rating,review_text,owner_response,owner_response_content,owner_reply_time
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Stefan,Local Guide · 880 Rezensionen · 3.311 Fotos,vor 5 Monaten,5 ,"Schönes Afrikanisches Restaurant.

Sehr schön eingerichtet traditionell.

Ich bin das erstemal eretreanisch essen gegangen und war voll begeistert von den Speißen waren super gut. Als auch die Freundlichkeit der Bedienung und die Einrichtung ebenfalls super.

Auch die Hausgemachte Minzlimonade war ebenfalls super!

Mir gefiel sehr gut im Keller die Einrichtung mit dem Holz drumherum bei den Toiletten. Sehr schön gemacht richtig traditionell.
So sollte ein richtiges Traditionelles Restaurant aussehen!

Was ich nicht weiß warum im Pissoir so viele Eiswürfel drinnliegen. Das hab ich noch nie gesehen. Das hat mich etwas gewundert, da ich sowas noch nie gesehen habe. Wird bestimmt eim Grund und Sinn haben, den ich nicht kenne.

In diesen Restaurant ist man mit dem Finger, da in Eritrea das so üblich ist.
Mir wurde kurz erklärt wie man da richtig ansetzt beim Essen.
Finde ich super!

Presilich etwas teuer war das gericht, denn die Portion war nicht so groß für 19 Euro etwas teuer. Aber Geschmacklich dafür super. Man wird mit der Portion satt.

Bin zufrieden aufjedenfall zu empfehlen das Restaurant!!

Mfg
Stefan",Antwort vom Inhaber,Vielen lieben Dank Stefan 🙏🏾🎉 …,vor 5 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Gabriel Campos,Local Guide · 23 Rezensionen · 52 Fotos,vor 3 Monaten,5 ,"Wir hatten ein Problem mit der Reservierung (die Anzeige war nicht ganz klar im Internet), aber wir haben trotzdem einen Tische gekriegt. Das Essen ist lecker und super lecker gewürzt, es war auch ein kulturelles Erlebnis.",Antwort vom Inhaber,Danke euch ihr Lieben 🤎 …,vor 3 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Thomas Knaier,Local Guide · 63 Rezensionen · 220 Fotos,vor 4 Monaten,5 ,"Top Service, unglaublich authentisch eingereichtet und das Essen ist natürlich ein Traum... Mit Händen zu Essen macht einfach Spaß und ist mal was anderes... Nur die grünen Chilischoten waren zu stark für mich 😉",Antwort vom Inhaber,Hammer Jungs!! Bis bald mal wieder!! 💪🏾 …,vor 4 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Bi Bo,Local Guide · 68 Rezensionen · 108 Fotos,vor 6 Monaten,5 ,"Hatten 18 bis 20 Uhr reserviert. Konnten spontan draußen sitzen. Das Wetter war einfach zu schön. Sofort kam ein Wassernapf für unseren Hund. Supernetter, zuvorkommender Service. Das Essen superlecker... Es blieben keine Wünsche offen.  Danke!",Antwort vom Inhaber,"Danke für deine lieben Worte, kommt uns doch gerne bald wieder besuchen 🧡😊 …",vor 5 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Nina DM,Local Guide · 384 Rezensionen · 733 Fotos,vor einem Monat,5 ,"Hat uns total gut gefallen. Die Leute waren supernett, das Essen war total lecker. Das Ambiente ist toll.
Tipp: Auf keinen Fall auf den Nachtisch verzichten!
Wir haben uns rund um wohl gefühlt und freuen uns schon aufs nächste Mal.",Antwort vom Inhaber,Danke liebe Nina …vielen lieben Dank und bis hoffentlich ganz bald ☺️,vor einem Monat
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Jani Biu,Local Guide · 11 Rezensionen · 9 Fotos,vor 5 Monaten,,"Enttäuschend, viel zu teuer, geschmacklich leider nicht so gut.
Persönlich kann ich es nicht weiterempfehlen. Und das Ambiente nicht afrikanisch. Sehr schade:(
Im voraus 10 Tage vorher gebucht und trotzdem ziemlich schlechter enger Platz angeboten.",Antwort vom Inhaber,"Wir wünschen dir alles gute für die Zukunft! 
Dankeschön",vor 5 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Tobi Gefken,7 Rezensionen · 1 Foto,vor einem Monat,5 ,"Im Herzen Afrikas ist ein echtes kulinarisches Erlebnis! Schon beim Betreten fühlt man sich durch die warme Atmosphäre und die liebevolle Einrichtung willkommen. Das Essen ist authentisch, aromatisch und mit viel Sorgfalt zubereitet – jede Speise erzählt ihre eigene Geschichte und bringt die Vielfalt der afrikanischen Küche wunderbar zur Geltung.

Besonders hervorzuheben ist der freundliche und aufmerksame Service, der sich Zeit nimmt, Gerichte zu erklären und Empfehlungen auszusprechen. Auch für Vegetarier gibt es eine tolle Auswahl.

Ein Restaurant, das nicht nur satt macht, sondern begeistert und in Erinnerung bleibt. Absolute Empfehlung!",Antwort vom Inhaber,Danke lieber Tobi für das tolle und ausführliche Feedback 😍👍🙏 …,vor einem Monat
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Angela Söhlmann,Local Guide · 12 Rezensionen,vor einem Monat,5 ,"Zum Abschluss unseres Tagesausflugs in Frankfurt waren wir in diesem Restaurant zum Abendessen, da wir sowas bei uns auf dem Land leider nicht haben. Das Injera mit den verschiedenen vegetarischen Beilagen und die Fleischgerichte waren mega lecker und der Service sehr freundlich. Wir haben uns sehr wohl gefühlt und auch unsre Kids hatten Spaß an dem Essen, wobei es für sie teilweise zu scharf war. Wir kommen aber aufjedenfall mal wieder.",Antwort vom Inhaber,Hoffentlich bis ganz bald mal wieder ☺️🙏 …,vor einem Monat
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Dounia,Local Guide · 38 Rezensionen · 55 Fotos,vor 10 Monaten,5 ,"Sehr leckeres traditionell afrikanisches Essen. Sehr gemütliches Ambiente, etwas dunkler und sehr herzliches Personal. Man isst klassisch mit den Händen und es gibt reichlich vegane Optionen. Sogar einen veganen Nachtisch gibt es! Also insgesamt sehr zu empfehlen.",Antwort vom Inhaber,"Vielen Dank für das Feedback.Es freut uns sehr, dass dir unser Ambiente gefallen hat🧡 …",vor 10 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Asya Gevorgyan,Local Guide · 41 Rezensionen · 47 Fotos,vor einem Jahr,5 ,"Für 16 Personen reserviert und alles verlief einwandfrei.

Personal nett und vor allem schnell, Ambiente wunderschön und sauber.

Beim Essen nichts auszusetzen, alle Gerichten waren mehr als lecker.

Immer wieder gerne.
Danke für alles ☺️",Antwort vom Inhaber,"Vielen Dank für dein tolles Feedback! 😊 Es freut uns sehr, dass alles reibungslos geklappt hat und du mit unserem Service sowie dem Essen zufrieden warst. Wir freuen uns schon auf deinen nächsten Besuch!☺️ …",vor 11 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Claudia Kraus,Local Guide · 24 Rezensionen · 68 Fotos,vor 3 Monaten,5 ,"Sehr gemütliches Restaurant. Da wir noch nicht afrikanisch Essen waren hat man sich  für uns die Zeit  genommen und uns genau erklärt was wir da bestellen und wie es gegessen wird. Es wird mit den Händen gegessen. Wir haben dann nach einiger Zeit doch nach einer Gabel gefragt und wir bekamen sie umgehend. Auch zusätzliches Brot war kein Problem. Wir fanden das Essen lecker und waren mit dem Service sehr zufrieden. Wenn wir näher wohnen würden, würden wir auf jeden Fall wieder kommen.",Antwort vom Inhaber,Vielen lieben Dank für das tolle Feedback ☺️,vor 2 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Igor S,Local Guide · 53 Rezensionen · 5 Fotos,vor 10 Monaten,5 ,"Beim Betreten der Lokalität wird man vom Personal äußerst freundlich Empfangen und zu seinem Platz begleitet. Der erste Eindruck zeigt einem sofort, wieso dieser Ort „im Herzen Afrikas“ heißt - die Details der Ausstattung und die Musik sind mit Bedacht gewählt und haben uns wohlfühlen lassen. Die Speisekarte ist nicht vollgepackt bietet jedoch eine ordentliche Auswahl an Speisen, Getränken und Desserts. Bei Rückfragen zu der Auswahl standen uns die Mitarbeiter gerne zur Seite. Die bestellten Getränke und die Speisen kamen recht zügig nach Bestellung an den Tisch und waren unglaublich lecker 😋. Das Preis-Leistungs-Verhältnis empfanden wir als hervorragend und werden beim nächsten Frankfurtbesuch gerne wieder hierher kommen. Eine Klare Empfehlung ☺️",Antwort vom Inhaber,"Hallo lieber Igor🧡 vielen lieben Dank für dein ausführliches und liebes Feedback! Wir freuen uns, dass wir euch ein gutes Erlebnis bieten konnten und freuen uns schon riesig, euch wiederzusehen😊 Die Bilder sind übrigens top!😉 …",vor 10 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",S P,Local Guide · 29 Rezensionen · 20 Fotos,vor 8 Monaten,5 ,"Reservierung am Wochenende unbedingt notwendig, es war alles voll!

Wir hatten reserviert und haben sofort einen Tisch bekommen. Wir haben die gemischte Platte bestellt und uns auf Empfehlungen der sehr netten Bedienung verlassen. Ihre Empfehlung war auch echt top und als erstes weggefuttert (die veganen Kichererbsen). Die Platte sah zunächst gar nicht so groß aus, aber am Ende haben wir sie nicht ganz geschafft, weil es doch mächtiger war als es aussah. Sehr, sehr lecker und rundum ein tolles Erlebnis!",Antwort vom Inhaber,"Freut uns sehr, dass ihr einen schönen Abend bei uns hattet und hoffen ihr besucht uns bald wieder 🧡 …",vor 8 Monaten
"https://www.google.com/maps/place/Im+Herzen+Afrikas+Frankfurt/@50.1074351,8.6716578,17z/data=!3m1!5s0x47bd0eaa0cf04bcb:0x2e856ae78e73806c!4m8!3m7!1s0x47bd0eaa0c6b76f9:0x3e8ecee194fc396b!8m2!3d50.1074351!4d8.6716578!9m1!1b1!16s%2Fg%2F1td9cwqj?authuser=0&hl=de&entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Car Ola,Local Guide · 26 Rezensionen · 5 Fotos,vor 3 Wochen,5 ,"Hier ist es wirklich toll, das Ambiente ist der Wahnsinn, überall irgendwelche Nischen in denen man sitzen kann.
Gegessen wird mit den Fingern, aber mit genug Injera ist es auch nicht allzusauig.
Die Bananencreme zum Nachtisch ist mega.
Ein Ort den ich nur empfehlen kann :)",Antwort vom Inhaber,Dann hoffentlich bis ganz bald mal wieder 🙏😊 …,vor 2 Wochen
